cell_id,class,model,delta_closing_circularity_ae,delta_null_circularity_ae,delta_specific_circularity_ae,delta_closing_perimeter_ae,delta_null_perimeter_ae,delta_specific_perimeter_ae,delta_closing_nc_ae,delta_null_nc_ae,delta_specific_nc_ae,delta_closing_area_ae,delta_null_area_ae,delta_specific_area_ae,delta_closing_nucleus_dice,delta_null_nucleus_dice,delta_specific_nucleus_dice,delta_closing_foreground_dice,delta_null_foreground_dice,delta_specific_foreground_dice,closing_benefit_circularity_ae,null_benefit_circularity_ae,raw_circularity_signed_bias,roundness_group,raw_invalid_rate,closing_invalid_rate,null_invalid_rate
149056933-149056982-002,severe_dysplastic,nc_aware_lambda_0p10,0.012833010799671363,0.0,0.012833010799671363,0.5857864618301392,0.5857864618301392,0.0,0.0,0.0,0.0,2.0,-24.0,26.0,-0.0008028136707699529,0.005488559059987574,-0.006291372730757527,-0.0006629765600587589,0.0047791384389623826,-0.0054421149990211415,-0.012833010799671363,0.0,0.011303283969142708,over_circular,0.0,0.0,0.0
149057756-149057766-002,moderate_dysplastic,nc_aware_lambda_0p10,0.00708545561097651,0.0041854871941814364,0.0028999684167950734,-1.1715730428695679,-1.1715736389160156,5.960464477539062e-07,-0.00038414714148804485,0.008785949769527401,-0.009170096911015446,2.0,-17.0,19.0,7.997226582734385e-06,0.0009603246630432993,-0.000952327436460565,-8.205857758181168e-06,0.0009512683013606082,-0.0009594741591187894,-0.00708545561097651,-0.0041854871941814364,0.006360831352486884,over_circular,0.0,0.0,0.0
149057756-149057788-002,moderate_dysplastic,nc_aware_lambda_0p10,-0.06883134217176079,-0.005069833109274446,-0.06376150906248634,6.811182618141174,-0.2598860263824463,7.071068644523621,-0.004543403618285757,0.03027475422677217,-0.03481815784505793,21.0,177.0,-156.0,0.0011538814685925214,-0.003227156777837692,0.004381038246430213,0.0005378696833667762,-0.002821534245746271,0.0033594039291130473,0.06883134217176079,0.005069833109274446,-0.08758835713330593,under_circular,0.0,0.0,0.0
149057812-149057825-003,moderate_dysplastic,nc_aware_lambda_0p10,-0.02362037742011902,-0.013278749259968414,-0.010341628160150607,-13.715729236602783,-5.330952882766724,-8.38477635383606,0.002592739170944769,-0.01330875532026432,0.01590149449120909,26.0,-135.0,161.0,-0.0015639897854011764,0.007443615828650607,-0.009007605614051784,-0.0009727097311669208,0.003037095742088214,-0.004009805473255135,0.02362037742011902,0.013278749259968414,-0.05946213000923595,under_circular,0.0,0.0,0.0
149057812-149057825-005,moderate_dysplastic,nc_aware_lambda_0p10,0.006152340941547152,0.003915071257190816,0.0022372696843563356,0.5857862234115601,0.5857865810394287,-3.5762786865234375e-07,-0.0001859726275297291,0.001671425432928919,-0.0018573980604586482,-1.0,6.0,-7.0,0.00023848557695727024,0.00021236516235412228,2.6120414603147957e-05,0.00014832001315934207,0.00016300624590093182,-1.4686232741589755e-05,-0.006152340941547152,-0.003915071257190816,0.04835486928674981,over_circular,0.0,0.0,0.0
149057812-149057847-004,moderate_dysplastic,nc_aware_lambda_0p10,0.0,0.0,0.0,0.0,0.0,0.0,0.00028281994005718847,-0.005634922689260913,0.005917742629318101,0.0,0.0,0.0,0.0,0.0,0.0,-0.00012661472086872294,0.0017831763306257464,-0.0019097910514944694,0.0,0.0,0.06095844900838421,over_circular,0.0,0.0,0.0
149057812-149057847-005,moderate_dysplastic,nc_aware_lambda_0p10,0.026858504723629828,-0.0057025539483713805,0.03256105867200121,4.443650603294373,1.7573597431182861,2.6862908601760864,0.0007986223225326938,-0.004932625594378792,0.005731247916911486,-5.0,31.0,-36.0,0.0005422077433845374,-0.0025888190105871622,0.0031310267539716996,7.348492940051354e-05,-0.0014402290904359516,0.0015137140198364651,-0.026858504723629828,0.0057025539483713805,0.009625728836063607,over_circular,0.0,0.0,0.0
149058262-149058272-003,moderate_dysplastic,nc_aware_lambda_0p10,0.013571680728247992,-0.004664409687190729,0.01823609041543872,2.4436516761779785,1.6152236461639404,0.8284280300140381,-0.0020940257209994817,0.022332219726200697,-0.02442624544720018,-12.0,130.0,-142.0,0.0011752891742572436,-0.011191083559980775,0.012366372734238018,0.0008768424797664931,-0.008207163090321323,0.009084005570087816,-0.013571680728247992,0.004664409687190729,-0.01241187229592211,under_circular,0.0,0.0,0.0
149061666-149061699-003,moderate_dysplastic,nc_aware_lambda_0p10,-0.0273750533227628,0.009028545105771002,-0.0364035984285338,4.686291694641113,2.4436522722244263,2.242639422416687,-0.0006775227842581444,0.009743597683708527,-0.010421120467966671,-8.0,90.0,-98.0,0.0013413813143138276,-0.014681199454650184,0.016022580768964012,0.0008317707508468386,-0.009162508834087646,0.009994279584934485,0.0273750533227628,-0.009028545105771002,-0.030349777237453912,under_circular,0.0,0.0,0.0
149095913-149095926-001,light_dysplastic,nc_aware_lambda_0p10,-0.0471216060133256,-0.016100179117115143,-0.031021426896210458,-37.38982915878296,-28.620277404785156,-8.769551753997803,-0.0060673381511306135,0.020902134218846624,-0.026969472369977238,-125.0,367.0,-492.0,0.016447851271785163,-0.05123192616314187,0.06767977743492704,0.008369370124330588,-0.026163978567376622,0.03453334869170721,0.0471216060133256,0.016100179117115143,-0.6565645972237428,under_circular,0.0,0.0,0.0
